category,scientific_name,common_names,conservation_status,primary_common_name
Vascular Plant,Lupinus fulcratus,Greenstipule Lupine,Not Evaluated,Greenstipule Lupine
Vascular Plant,Lupinus gracilentus,Green Slender Lupine,Not Evaluated,Green Slender Lupine
Vascular Plant,Lupinus grayi,"Gray's Lupine, Sierra Lupine",Not Evaluated,Gray's Lupine
Vascular Plant,Lupinus latifolius,"Broadleaf Lupine, Broad-Leaf Lupine",Not Evaluated,Broadleaf Lupine
Vascular Plant,Lupinus nanus,"Annual Lupine, Sky Lupine",Not Evaluated,Annual Lupine
Vascular Plant,Lupinus pratensis var. pratensis,Inyo Meadow Lupine,Not Evaluated,Inyo Meadow Lupine
Vascular Plant,Lupinus rivularis,Riverbank Lupine,Not Evaluated,Riverbank Lupine
Vascular Plant,Lupinus stiversii,Harlequin Annual Lupine,Not Evaluated,Harlequin Annual Lupine
Vascular Plant,Medicago polymorpha,"Bur Clover, Bur Medick, Burclover, California Burclover, Toothed Medick",Not Evaluated,Bur Clover
Vascular Plant,Melilotus alba,White Sweetclover,Not Evaluated,White Sweetclover
Vascular Plant,Melilotus indica,Sourclover,Not Evaluated,Sourclover
Vascular Plant,Trifolium bolanderi,Parasol Clover,Species of Concern,Parasol Clover
Vascular Plant,Trifolium breweri,Forest Clover,Not Evaluated,Forest Clover
Vascular Plant,Trifolium ciliolatum,Foothill Clover,Not Evaluated,Foothill Clover
Vascular Plant,Trifolium cyathiferum,Cup Clover,Not Evaluated,Cup Clover
Vascular Plant,Trifolium gracilentum var. gracilentum,Pinpoint Clover,Not Evaluated,Pinpoint Clover
Vascular Plant,Trifolium microcephalum,"Littlehead Clover, Smallhead Clover, Small-Head Clover",Not Evaluated,Littlehead Clover
Vascular Plant,Trifolium obtusiflorum,Clammy Clover,Not Evaluated,Clammy Clover
Vascular Plant,Trifolium oliganthum,Fewflower Clover,Not Evaluated,Fewflower Clover
Vascular Plant,Trifolium variegatum,"Whitetip Clover, White-Tip Clover",Not Evaluated,Whitetip Clover
Vascular Plant,Trifolium willdenovii,Tomcat Clover,Not Evaluated,Tomcat Clover
Vascular Plant,Trifolium wormskioldii,"Cow Clover, Cows Clover, Sierra Clover",Not Evaluated,Cow Clover
Vascular Plant,Vicia benghalensis,"Purple Vetch, Reddish Tufted Vetch",Not Evaluated,Purple Vetch
Vascular Plant,Alnus incana ssp. tenuifolia,"Mountain Alder, Speckled Alder, Thinleaf Alder",Not Evaluated,Mountain Alder
Vascular Plant,Alnus rhombifolia,"Rhombie Leaf Alder, White Alder",Not Evaluated,Rhombie Leaf Alder
Vascular Plant,Corylus cornuta var. californica,"California Hazel, California Hazelnut",Not Evaluated,California Hazel
Vascular Plant,Chrysolepis sempervirens,"Bush Chinquapin, Sierra Chinkapin",Not Evaluated,Bush Chinquapin
Vascular Plant,Lithocarpus densiflorus var. echinoides,Tanoak,Not Evaluated,Tanoak
Vascular Plant,Quercus chrysolepis,Canyon Live Oak,Not Evaluated,Canyon Live Oak
Vascular Plant,Quercus douglasii,Blue Oak,Not Evaluated,Blue Oak
Vascular Plant,Quercus garryana var. breweri,Oregon White Oak,Not Evaluated,Oregon White Oak
Vascular Plant,Quercus kelloggii,California Black Oak,Not Evaluated,California Black Oak
Vascular Plant,Quercus lobata,"California White Oak, Valley Oak",Not Evaluated,California White Oak
Vascular Plant,Quercus wislizeni var. wislizeni,Interior Live Oak,Not Evaluated,Interior Live Oak
Vascular Plant,Myrica hartwegii,"Sierra Bayberry, Sierra Sweet-Bay",Not Evaluated,Sierra Bayberry
Vascular Plant,Garrya fremontii,Bearbrush,Not Evaluated,Bearbrush
Vascular Plant,Asclepias californica,"California Milkweed, Round-Hood Milkweed, Woolly Milkweed",Not Evaluated,California Milkweed
Vascular Plant,Asclepias cordifolia,"Heartleaf Milkweed, Purple Milkweed",Not Evaluated,Heartleaf Milkweed
Vascular Plant,Asclepias fascicularis,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",Not Evaluated,Mexican Whorled Milkweed
Vascular Plant,Centaurium venustum,Charming Centaury,Not Evaluated,Charming Centaury
Vascular Plant,Gentiana calycosa,"Mountain Bog Gentian, Rainier Pleated Gentian",Not Evaluated,Mountain Bog Gentian
Vascular Plant,Gentiana newberryi var. tiogana,Tioga Gentian,Not Evaluated,Tioga Gentian
Vascular Plant,Gentianella amarella ssp. acuta,"Autumn Dwarf Gentian, Autumn Dwarfgentian, Autumn Dwarf-Gentian",Not Evaluated,Autumn Dwarf Gentian
Vascular Plant,Gentianella tenella ssp. tenella,"Dane's Dwarf Gentian, Dane's Dwarfgentian",Not Evaluated,Dane's Dwarf Gentian
Vascular Plant,Gentianopsis holopetala,"Sierra Fringed Gentian, Sierra Gentian",Not Evaluated,Sierra Fringed Gentian
Vascular Plant,Galium bolanderi,Bolander's Bedstraw,Not Evaluated,Bolander's Bedstraw
Vascular Plant,Galium hypotrichium ssp. hypotrichium,Alpine Bedstraw,Not Evaluated,Alpine Bedstraw
Vascular Plant,Galium multiflorum,"Manyflower Bedstraw, Shrubby Bedstraw",Not Evaluated,Manyflower Bedstraw
Vascular Plant,Galium parisiense,Wall Bedstraw,Not Evaluated,Wall Bedstraw
Vascular Plant,Galium porrigens var. tenue,Graceful Bedstraw,Not Evaluated,Graceful Bedstraw
Vascular Plant,Galium sparsiflorum,Sequoia Bedstraw,Not Evaluated,Sequoia Bedstraw
Vascular Plant,Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,Not Evaluated,Sequoia Bedstraw
Vascular Plant,Erodium botrys,Longbeak Stork's Bill,Not Evaluated,Longbeak Stork's Bill
Vascular Plant,Erodium brachycarpum,Shortfruit Stork's Bill,Not Evaluated,Shortfruit Stork's Bill
Vascular Plant,Geranium californicum,California Cranesbill,Not Evaluated,California Cranesbill
Vascular Plant,Geranium dissectum,Cutleaf Geranium,Not Evaluated,Cutleaf Geranium
Vascular Plant,Geranium robertianum,Robert's Geranium,Not Evaluated,Robert's Geranium
Vascular Plant,Isoetes howellii,Howell's Quillwort,Not Evaluated,Howell's Quillwort
Vascular Plant,Isoetes nuttallii,Nuttall's Quillwort,Not Evaluated,Nuttall's Quillwort
Vascular Plant,Lepechinia calycina,Woodbalm,Not Evaluated,Woodbalm
Vascular Plant,Monardella glauca,"Blue Monardella, Gray Monardella, Pale Monardella",Not Evaluated,Blue Monardella
Vascular Plant,Monardella lanceolata,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",Not Evaluated,Mustang Mint
Vascular Plant,Monardella odoratissima ssp. pallida,"Alpine Mountainbalm, Mountain Monardella",Not Evaluated,Alpine Mountainbalm
Vascular Plant,Monardella sheltonii,Shelton's Monardella,Not Evaluated,Shelton's Monardella
Vascular Plant,Pycnanthemum californicum,Sierra Mint,Not Evaluated,Sierra Mint
Vascular Plant,Salvia columbariae,Chia,Not Evaluated,Chia
Vascular Plant,Satureja douglasii,Yerba Buena,Not Evaluated,Yerba Buena
Vascular Plant,Scutellaria bolanderi ssp. bolanderi,Sierra Skullcap,Not Evaluated,Sierra Skullcap
Vascular Plant,Scutellaria siphocampyloides,Grayleaf Skullcap,Not Evaluated,Grayleaf Skullcap
Vascular Plant,Scutellaria tuberosa,Danny's Skullcap,Not Evaluated,Danny's Skullcap
Vascular Plant,Stachys albens,"White Hedgenettle, Whitestem Hedgenettle",Not Evaluated,White Hedgenettle
Vascular Plant,Trichostema lanceolatum,Vinegarweed,Not Evaluated,Vinegarweed
Vascular Plant,Trichostema oblongum,Oblong Bluecurls,Not Evaluated,Oblong Bluecurls
Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",Not Evaluated,Conespur Bladderpod
Vascular Plant,Fraxinus dipetala,"California Ash, Two-Petal Ash",Not Evaluated,California Ash
Vascular Plant,Fraxinus latifolia,Oregon Ash,Not Evaluated,Oregon Ash
Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",Not Evaluated,Pine Indian Paintbrush
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,Not Evaluated,Wavyleaf Indian Paintbrush
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,Not Evaluated,Wavyleaf Indian Paintbrush
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,Not Evaluated,Wavyleaf Indian Paintbrush
Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",Not Evaluated,Attenuate Indian Paintbrush
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,Not Evaluated,Denseflower Indian Paintbrush
Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",Not Evaluated,Exserted Indian Paintbrush
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,Not Evaluated,Texas Indian Paintbrush
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,Not Evaluated,Cutleaf Indian Paintbrush
Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",Not Evaluated,Lemmon's Indian Paintbrush
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,Not Evaluated,Giant Red Indian Paintbrush
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",Not Evaluated,Annual Indian Paintbrush
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",Not Evaluated,Dwarf Alpine Indian Paintbrush
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,Not Evaluated,Mountain Indian Paintbrush
Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",Not Evaluated,Hairy Paintbrush
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",Not Evaluated,Hairy Indian Paintbrush
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Stiffbranch Bird's Beak,Not Evaluated,Stiffbranch Bird's Beak
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Stiffbranch Bird's Beak,Not Evaluated,Stiffbranch Bird's Beak
Vascular Plant,Cordylanthus tenuis ssp. tenuis,"Slender Bird's Beak, Slender Bird'sbeak",Not Evaluated,Slender Bird's Beak
Vascular Plant,Orobanche californica ssp. grayana,Gray's Broomrape,Not Evaluated,Gray's Broomrape
Vascular Plant,Orthocarpus cuspidatus ssp. cryptanthus,"Cryptantha Owlclover, Cryptantha Owl's-Clover",Not Evaluated,Cryptantha Owlclover
Vascular Plant,Pedicularis attollens,Little Elephantshead,Not Evaluated,Little Elephantshead
Vascular Plant,Pedicularis semibarbata,"Bearded Lousewort, Pinewoods Lousewort",Not Evaluated,Bearded Lousewort
Vascular Plant,Mimulus angustatus,Purplelip Pansy Monkeyflower,Not Evaluated,Purplelip Pansy Monkeyflower
Vascular Plant,Mimulus bicolor,Yellow And White Monkeyflower,Not Evaluated,Yellow And White Monkeyflower
Vascular Plant,Mimulus bolanderi,Bolander's Monkeyflower,Not Evaluated,Bolander's Monkeyflower
Vascular Plant,Mimulus cardinalis,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",Not Evaluated,Crimson Monkeyflower
Vascular Plant,Mimulus congdonii,Congdon's Monkeyflower,Not Evaluated,Congdon's Monkeyflower
Vascular Plant,Mimulus douglasii,Brownies,Not Evaluated,Brownies
Vascular Plant,Mimulus filicaulis,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern,Hetch Hetchy Monkey-Flower
Vascular Plant,Mimulus inconspicuus,Smallflower Monkeyflower,Not Evaluated,Smallflower Monkeyflower
Vascular Plant,Mimulus kelloggii,Kellogg's Monkeyflower,Not Evaluated,Kellogg's Monkeyflower
Vascular Plant,Mimulus laciniatus,Cutleaf Monkeyflower,Not Evaluated,Cutleaf Monkeyflower
Vascular Plant,Mimulus layneae,Layne's Monkeyflower,Not Evaluated,Layne's Monkeyflower
Vascular Plant,Mimulus leptaleus,"Least Monkeyflower, Slender Monkeyflower",Not Evaluated,Least Monkeyflower
Vascular Plant,Mimulus mephiticus,"Foul Odor Monkeyflower, Foul-Odor Monkeyflower",Not Evaluated,Foul Odor Monkeyflower
Vascular Plant,Mimulus montioides,"Mointain Monkeyflower, Mountain Monkeyflower",Not Evaluated,Mointain Monkeyflower
Vascular Plant,Mimulus palmeri,Palmer's Monkeyflower,Not Evaluated,Palmer's Monkeyflower
Vascular Plant,Mimulus pilosus,False Monkeyflower,Not Evaluated,False Monkeyflower
Vascular Plant,Mimulus primuloides,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",Not Evaluated,Primrose Monkeyflower
Vascular Plant,Mimulus pulchellus,Yellowlip Pansy Monkeyflower,Not Evaluated,Yellowlip Pansy Monkeyflower
Vascular Plant,Mimulus pulsiferae,Candelabrum Monkeyflower,Not Evaluated,Candelabrum Monkeyflower
Vascular Plant,Mimulus tilingii,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",Not Evaluated,Subalpine Monkeyflower
Vascular Plant,Mimulus torreyi,Torrey's Monkeyflower,Not Evaluated,Torrey's Monkeyflower
Vascular Plant,Mimulus viscidus,Sticky Monkeyflower,Not Evaluated,Sticky Monkeyflower
Vascular Plant,Callitriche heterophylla var. bolanderi,Bolander's Water-Starwort,Not Evaluated,Bolander's Water-Starwort
Vascular Plant,Callitriche marginata,Winged Water-Starwort,Species of Concern,Winged Water-Starwort
Vascular Plant,Collinsia bartsiifolia var. davidsonii,Davidson's Blue Eyed Mary,Not Evaluated,Davidson's Blue Eyed Mary
Vascular Plant,Collinsia childii,Child's Blue Eyed Mary,Not Evaluated,Child's Blue Eyed Mary
Vascular Plant,Collinsia heterophylla,Purple Chinese Houses,Not Evaluated,Purple Chinese Houses
Vascular Plant,Collinsia linearis,Narrowleaf Blue Eyed Mary,Not Evaluated,Narrowleaf Blue Eyed Mary
Vascular Plant,Collinsia tinctoria,Sticky Chinese Houses,Not Evaluated,Sticky Chinese Houses
Vascular Plant,Collinsia torreyi var. torreyi,"Torrey's Blue Eyed Mary, Torrey's Blue-Eyed Mary",Not Evaluated,Torrey's Blue Eyed Mary
Vascular Plant,Collinsia torreyi var. wrightii,Wright's Blue Eyed Mary,Not Evaluated,Wright's Blue Eyed Mary
Vascular Plant,Gratiola ebracteata,Bractless Hedgehyssop,Not Evaluated,Bractless Hedgehyssop
Vascular Plant,Limosella acaulis,Owyhee Mudwort,Not Evaluated,Owyhee Mudwort
Vascular Plant,Penstemon azureus var. angustissimus,Azure Penstemon,Not Evaluated,Azure Penstemon
Vascular Plant,Penstemon davidsonii var. davidsonii,Davidson's Penstemon,Not Evaluated,Davidson's Penstemon
Vascular Plant,Penstemon heterodoxus,"Sierra Beardtongue, Sierra Penstemon",Not Evaluated,Sierra Beardtongue
Vascular Plant,Penstemon heterodoxus var. heterodoxus,Sierra Beardtongue,Not Evaluated,Sierra Beardtongue
Vascular Plant,Penstemon heterophyllus var. purdyi,Purdy's Penstemon,Not Evaluated,Purdy's Penstemon
Vascular Plant,Penstemon procerus var. formosus,"Pincushion Beardtongue, Pincushion Penstemon",Not Evaluated,Pincushion Beardtongue
Vascular Plant,Penstemon roezlii,Roezl's Penstemon,Not Evaluated,Roezl's Penstemon
Vascular Plant,Penstemon rostriflorus,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",Not Evaluated,Beaked Beardtongue
Vascular Plant,Penstemon rydbergii var. oreocharis,Herbaceous Penstemon,Not Evaluated,Herbaceous Penstemon
Vascular Plant,Penstemon speciosus,"Prairie-Clover, Royal Penstemon",Not Evaluated,Prairie-Clover
Vascular Plant,Plantago erecta,Dotseed Plantain,Not Evaluated,Dotseed Plantain
Vascular Plant,Veronica cusickii,Cusick's Speedwell,Not Evaluated,Cusick's Speedwell
Vascular Plant,Veronica peregrina ssp. xalapensis,"Hairy Purslane Speedwell, Neckweed",Not Evaluated,Hairy Purslane Speedwell
Vascular Plant,Veronica serpyllifolia ssp. humifusa,"Brightblue Speedwell, Thyme-Leaf Speedwell",Not Evaluated,Brightblue Speedwell
Vascular Plant,Scrophularia californica ssp. floribunda,California Figwort,Not Evaluated,California Figwort
Vascular Plant,Scrophularia desertorum,"Desert Figwort, Mountain Figwort",Not Evaluated,Desert Figwort
Vascular Plant,Verbena hastata,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",Not Evaluated,Blue Verbena
Vascular Plant,Verbena lasiostachys var. lasiostachys,Western Vervain,Not Evaluated,Western Vervain
Vascular Plant,Calycanthus occidentalis,"California Spicebush, California-Allspice, Western Sweetshrub",Not Evaluated,California Spicebush
Vascular Plant,Umbellularia californica,California Laurel,Not Evaluated,California Laurel
Vascular Plant,Calochortus albus,White Fairy-Lantern,Not Evaluated,White Fairy-Lantern
Vascular Plant,Calochortus invenustus,Plain Mariposa Lily,Not Evaluated,Plain Mariposa Lily
Vascular Plant,Calochortus leichtlinii,"Leichtlin's Mariposa Lily, Smokey Mariposa",Not Evaluated,Leichtlin's Mariposa Lily
Vascular Plant,Calochortus luteus,Yellow Mariposa Lily,Not Evaluated,Yellow Mariposa Lily
Vascular Plant,Calochortus minimus,Sierra Mariposa Lily,Not Evaluated,Sierra Mariposa Lily
Vascular Plant,Calochortus nudus,Naked Mariposa Lily,Not Evaluated,Naked Mariposa Lily
Vascular Plant,Calochortus superbus,Yellow Mariposa,Not Evaluated,Yellow Mariposa
Vascular Plant,Calochortus venustus,Butterfly Mariposa Lily,Not Evaluated,Butterfly Mariposa Lily
Vascular Plant,Calochortus vestae,Coast Range Mariposa Lily,Not Evaluated,Coast Range Mariposa Lily
Vascular Plant,Clintonia uniflora,Bride's Bonnet,Not Evaluated,Bride's Bonnet
Vascular Plant,Disporum hookeri,Drops Of Gold,Not Evaluated,Drops Of Gold
Vascular Plant,Erythronium purpurascens,Purple Fawnlily,Not Evaluated,Purple Fawnlily
Vascular Plant,Fritillaria micrantha,Brown Fritillary,Not Evaluated,Brown Fritillary
Vascular Plant,Fritillaria pinetorum,"Davidson's Fritillary, Pinewoods Fritillary",Not Evaluated,Davidson's Fritillary
Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",Not Evaluated,Sierra Tiger Lily
Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,Not Evaluated,Typical Washington Lily
Vascular Plant,Trillium angustipetalum,Narrowpetal Wakerobin,Not Evaluated,Narrowpetal Wakerobin
Vascular Plant,Veratrum californicum var. californicum,"California False Hellebore, California Falsehellebore",Not Evaluated,California False Hellebore
Vascular Plant,Zigadenus exaltatus,Giant Deathcamas,Not Evaluated,Giant Deathcamas
Vascular Plant,Zigadenus paniculatus,"Foothill Deathcamas, Sand-Corn",Not Evaluated,Foothill Deathcamas
Vascular Plant,Zigadenus venenosus var. venenosus,Meadow Deathcamas,Not Evaluated,Meadow Deathcamas
Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,"Thymeleaf Sandmat, Thyme-Leaf Sandmat, Thymeleaf Spurge",Not Evaluated,Thymeleaf Sandmat
Vascular Plant,Eremocarpus setigerus,"Doveweed, Turkey Mullein",Not Evaluated,Doveweed
Vascular Plant,Euphorbia crenulata,"Chinese Caps, Chinesecaps",Not Evaluated,Chinese Caps
Vascular Plant,Hypericum anagalloides,"Creeping St. Johnswort, Tinker's Penny, Tinker's-Penny",Not Evaluated,Creeping St. Johnswort
Vascular Plant,Linum lewisii var. alpicola,Prairie Flax,Not Evaluated,Prairie Flax
Vascular Plant,Sclerolinon digynum,"Digynum Flax, Northwestern Yellowflax",Not Evaluated,Digynum Flax
Vascular Plant,Populus balsamifera ssp. trichocarpa,"Balsam Poplar, Black Cottonwood",Not Evaluated,Balsam Poplar
Vascular Plant,Populus fremontii ssp. fremontii,Fremont's Cottonwood,Not Evaluated,Fremont's Cottonwood
Vascular Plant,Salix arctica,Arctic Willow,Not Evaluated,Arctic Willow
Vascular Plant,Salix brachycarpa ssp. brachycarpa,"Barrenground Willow, Short-Fruited Willow",Not Evaluated,Barrenground Willow
Vascular Plant,Salix jepsonii,Jepson's Willow,Not Evaluated,Jepson's Willow
Vascular Plant,Salix laevigata,Red Willow,Not Evaluated,Red Willow
Vascular Plant,Salix lasiolepis,Arroyo Willow,Not Evaluated,Arroyo Willow
Vascular Plant,Salix ligulifolia,"Strapleaf Willow, Strap-Leaf Willow",Not Evaluated,Strapleaf Willow
Vascular Plant,Salix lucida ssp. lasiandra,Pacific Willow,Not Evaluated,Pacific Willow
Vascular Plant,Salix lutea,Yellow Willow,Not Evaluated,Yellow Willow
Vascular Plant,Salix orestera,Sierra Willow,Not Evaluated,Sierra Willow
Vascular Plant,Salix planifolia ssp. planifolia,"Diamondleaf Willow, Tealeaf Willow",Not Evaluated,Diamondleaf Willow
Vascular Plant,Salix prolixa,Mackenzie's Willow,Not Evaluated,Mackenzie's Willow
Vascular Plant,Salix reticulata ssp. nivalis,Snow Willow,Not Evaluated,Snow Willow
Vascular Plant,Viola bakeri,Baker's Violet,Not Evaluated,Baker's Violet
Vascular Plant,Viola glabella,Pioneer Violet,Not Evaluated,Pioneer Violet
Vascular Plant,Viola lobata ssp. integrifolia,Pine Violet,Not Evaluated,Pine Violet
Vascular Plant,Viola lobata ssp. lobata,Pine Violet,Not Evaluated,Pine Violet
Vascular Plant,Viola macloskeyi,"Macloskey's Violet, Small White Violet",Not Evaluated,Macloskey's Violet
Vascular Plant,Viola pinetorum ssp. pinetorum,Goosefoot Yellow Violet,Not Evaluated,Goosefoot Yellow Violet
Vascular Plant,Viola purpurea ssp. integrifolia,Goosefoot Violet,Not Evaluated,Goosefoot Violet
Vascular Plant,Viola purpurea ssp. purpurea,Goosefoot Violet,Not Evaluated,Goosefoot Violet
Vascular Plant,Viola purpurea ssp. quercetorum,Goosefoot Violet,Not Evaluated,Goosefoot Violet
Vascular Plant,Viola purpurea ssp. venosa,"Goosefoot Violet, Goosefoot Yellow Violet",Not Evaluated,Goosefoot Violet
Vascular Plant,Viola sheltonii,Shelton's Violet,Not Evaluated,Shelton's Violet
Vascular Plant,Malva nicaeensis,Bull Mallow,Not Evaluated,Bull Mallow
Vascular Plant,Malva parviflora,"Cheeseweed, Cheeseweed Mallow, Small-Whorl Mallow",Not Evaluated,Cheeseweed
Vascular Plant,Sidalcea glaucescens,"Waxy Checkerbloom, Waxy Checkermallow",Not Evaluated,Waxy Checkerbloom
Vascular Plant,Sidalcea malviflora ssp. asprella,Dwarf Checkerbloom,Not Evaluated,Dwarf Checkerbloom
Vascular Plant,Sidalcea reptans,Sierra Checkerbloom,Not Evaluated,Sierra Checkerbloom
Vascular Plant,Lythrum hyssopifolia,Hyssop Loosestrife,Not Evaluated,Hyssop Loosestrife
Vascular Plant,Camissonia contorta,"Contorted Suncup, Plains Evening Primrose, Plains Eveningprimrose, Plains Evening-Primrose",Not Evaluated,Contorted Suncup
Vascular Plant,Camissonia lacustris,Grassland Suncup,Not Evaluated,Grassland Suncup
Vascular Plant,Camissonia luciae,Santa Lucia Suncup,Not Evaluated,Santa Lucia Suncup
Vascular Plant,Camissonia sierrae ssp. alticola,"Mono Hot Springs Evening Primrose, Mono Hot Springs Evening-Primrose",Species of Concern,Mono Hot Springs Evening Primrose
Vascular Plant,Camissonia sierrae ssp. sierrae,Sierra Suncup,Not Evaluated,Sierra Suncup
Vascular Plant,Circaea alpina ssp. pacifica,"Small Enchanter Nightshade, Small Enchanter's Nightshade",Not Evaluated,Small Enchanter Nightshade
Vascular Plant,Clarkia australis,Small's Southern Clarkia,Not Evaluated,Small's Southern Clarkia
Vascular Plant,Clarkia biloba ssp. biloba,Twolobe Clarkia,Not Evaluated,Twolobe Clarkia
Vascular Plant,Clarkia dudleyana,Dudley's Clarkia,Not Evaluated,Dudley's Clarkia
Vascular Plant,Clarkia gracilis ssp. albicaulis,Whitestem Clarkia,Not Evaluated,Whitestem Clarkia
Vascular Plant,Clarkia heterandra,Mountain Clarkia,Not Evaluated,Mountain Clarkia
Vascular Plant,Clarkia modesta,Waltham Creek Clarkia,Not Evaluated,Waltham Creek Clarkia
Vascular Plant,Clarkia purpurea ssp. quadrivulnera,"Winecup Clarkia, Winecup Fairyfan",Not Evaluated,Winecup Clarkia
Vascular Plant,Clarkia purpurea ssp. viminea,Winecup Clarkia,Not Evaluated,Winecup Clarkia
Vascular Plant,Clarkia rhomboidea,"Broadleaf Clarkia, Diamond Clarkia, Diamond Fairyfan",Not Evaluated,Broadleaf Clarkia
Vascular Plant,Clarkia unguiculata,Elegant Clarkia,Not Evaluated,Elegant Clarkia
Vascular Plant,Clarkia williamsonii,Fort Miller Clarkia,Not Evaluated,Fort Miller Clarkia
Vascular Plant,Epilobium angustifolium ssp. circumvagum,Fireweed,Not Evaluated,Fireweed
Vascular Plant,Epilobium canum ssp. latifolium,Hummingbird Trumpet,Not Evaluated,Hummingbird Trumpet
Vascular Plant,Epilobium ciliatum,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed",Not Evaluated,Fringed Willowherb
Vascular Plant,Epilobium ciliatum ssp. glandulosum,"Fringed Willowherb, Glandular Willowherb, Glandular Willowweed",Not Evaluated,Fringed Willowherb
Vascular Plant,Epilobium densiflorum,"Dense-Flower Spike-Primrose, Denseflower Willowherb, Denseflower Willowweed",Not Evaluated,Dense-Flower Spike-Primrose
Vascular Plant,Epilobium foliosum,"California Willowherb, Leafy Willowherb",Not Evaluated,California Willowherb
Vascular Plant,Epilobium glaberrimum ssp. fastigiatum,"Glaucus Willowherb, Smooth Willowweed",Not Evaluated,Glaucus Willowherb
Vascular Plant,Epilobium glaberrimum ssp. glaberrimum,"Glaucus Willowherb, Smooth Willowweed",Not Evaluated,Glaucus Willowherb
Vascular Plant,Epilobium howellii,Yuba Pass Willowherb,Not Evaluated,Yuba Pass Willowherb
Vascular Plant,Epilobium latifolium,Dwarf Fireweed,Not Evaluated,Dwarf Fireweed
Vascular Plant,Epilobium minutum,"Chaparral Willowherb, Minute Willowweed",Not Evaluated,Chaparral Willowherb
Vascular Plant,Epilobium obcordatum,"Rockfringe, Rose Willowweed",Not Evaluated,Rockfringe
Vascular Plant,Epilobium oreganum,"Grants Pass Willowherb, Oregon Fireweed",Species of Concern,Grants Pass Willowherb
Vascular Plant,Epilobium oregonense,"Oregon Willowherb, Oregon Willowweed",Not Evaluated,Oregon Willowherb
Vascular Plant,Epilobium torreyi,"Narrowleaf Willowweed, Torrey's Willowherb",Not Evaluated,Narrowleaf Willowweed
Vascular Plant,Gayophytum decipiens,Deceptive Groundsmoke,Not Evaluated,Deceptive Groundsmoke
Vascular Plant,Gayophytum eriospermum,Coville's Groundsmoke,Not Evaluated,Coville's Groundsmoke
Vascular Plant,Gayophytum heterozygum,"Dwarf Groundsmoke, Zigzag Groundsmoke",Not Evaluated,Dwarf Groundsmoke
Vascular Plant,Oenothera elata ssp. hirsutissima,"Hooker's Evening Primrose, Hooker's Eveningprimrose, Hooker's Evening-Primrose",Not Evaluated,Hooker's Evening Primrose
Vascular Plant,Brasenia schreberi,"Schreber's Watershield, Watershield",Not Evaluated,Schreber's Watershield
Vascular Plant,Nuphar lutea ssp. polysepala,"Rocky Mountain Cowlily, Rocky Mountain Pondlily, Rocky Mountain Pond-Lily, Yellow Pond-Lily",Not Evaluated,Rocky Mountain Cowlily
Vascular Plant,Botrychium ascendens,"Trianglelobe Moonwort, Upswept Moonwort",Species of Concern,Trianglelobe Moonwort
Vascular Plant,Botrychium minganense,"Mingan Island Grapefern, Mingan Moonwort",Not Evaluated,Mingan Island Grapefern
